image_name,label,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
00000196.jpg,Tree,0.4805052,0.31550002,0.48856306,0.30754504,0.4714685,0.30755076,0.49309102,0.31524953,0.46299487,0.3165921,0.5290684,0.37275362,0.43036604,0.36618125,0.6237938,0.3078546,0.31603798,0.29912457,0.7121045,0.23146826,0.23352496,0.22543035,0.49679652,0.54151136,0.44346133,0.54496753,0.37873927,0.6315588,0.3244337,0.6689829,0.45695305,0.6311727,0.4503561,0.7513429
00000184.jpg,Tree,0.49684784,0.3109762,0.51349103,0.29692546,0.47700274,0.30154294,0.5469525,0.29750645,0.4597752,0.3073705,0.57872343,0.35944426,0.42776868,0.35488045,0.5611868,0.23676863,0.44755822,0.22521843,0.5283528,0.14357224,0.45962346,0.13300234,0.5435864,0.5630239,0.42959037,0.5452232,0.5190595,0.7063805,0.2915646,0.63087386,0.51888394,0.8498339,0.45776844,0.69702864
00000111.jpg,Tree,0.50229615,0.2054787,0.51122844,0.18688037,0.48917723,0.18950294,0.52522224,0.20207769,0.47290704,0.20468073,0.539853,0.33959287,0.46724114,0.2801139,0.5324205,0.42309204,0.45486578,0.19436033,0.5002654,0.55844736,0.45784327,0.10288133,0.5332941,0.58699423,0.4855282,0.5745346,0.5504545,0.78542805,0.48623404,0.8035577,0.51765496,0.76640654,0.49806014,0.8491779
00000040.jpg,Tree,0.48162705,0.24447905,0.4971736,0.23028553,0.46486697,0.23202309,0.5231231,0.24075112,0.44503805,0.24627468,0.5440218,0.3091075,0.4234936,0.3118954,0.60636693,0.22714153,0.35170263,0.23363788,0.6493381,0.122473866,0.30966356,0.1415873,0.5295152,0.56107354,0.4499627,0.559755,0.52420485,0.7296683,0.40133503,0.70725316,0.5413109,0.8719502,0.4665597,0.8581351
00000016.jpg,Tree,0.46653187,0.28451952,0.4778693,0.27228007,0.44918644,0.27257833,0.50037384,0.28775397,0.42892122,0.29160818,0.51231074,0.35782138,0.40415016,0.37383145,0.5532546,0.24144569,0.38447666,0.2439527,0.54607785,0.13924056,0.385192,0.1329341,0.5070189,0.579392,0.43230015,0.6020073,0.5861677,0.7052305,0.4603153,0.7882131,0.48024094,0.8170706,0.48106062,0.92054653
00000080.jpg,Tree,0.4492679,0.24238184,0.4628858,0.2305974,0.43475997,0.22984588,0.48700505,0.24595733,0.4172592,0.24467245,0.5071823,0.31600624,0.38653567,0.3224112,0.6068683,0.23051807,0.31320179,0.23300779,0.6790712,0.11765547,0.2696413,0.12897097,0.49966523,0.5405629,0.42078155,0.5629873,0.59741634,0.67161995,0.4643214,0.75681555,0.50929654,0.73013,0.455527,0.8644059
File13.jpg,Tree,0.50555277,0.22710496,0.5236746,0.21590081,0.48851576,0.21804225,0.5466679,0.23634343,0.46666542,0.23975012,0.5697426,0.32266346,0.41266233,0.31924897,0.60823715,0.2119196,0.3877728,0.19400631,0.62572706,0.12144564,0.36567,0.11075118,0.541185,0.52520275,0.43386126,0.51015216,0.5148603,0.6735345,0.27737638,0.6065118,0.5241733,0.80075306,0.46464312,0.6612959
00000178.jpg,Tree,0.4907492,0.1837236,0.50701153,0.17038627,0.4688787,0.16614057,0.5364902,0.17930187,0.4411049,0.1714457,0.5880456,0.27697045,0.37757307,0.2695555,0.6430372,0.3860666,0.308548,0.38267013,0.5114889,0.31497982,0.4474655,0.3116524,0.58246,0.49079543,0.4349221,0.5214896,0.766908,0.5611093,0.5081861,0.707238,0.53099066,0.6708096,0.50975806,0.9215731
00000014.jpg,Tree,0.4558551,0.28493205,0.4683144,0.276053,0.436385,0.27506107,0.49109036,0.2878048,0.4104643,0.2871959,0.513257,0.3459986,0.38325292,0.3467104,0.5417744,0.2620753,0.39468303,0.2510541,0.49166998,0.14975435,0.41953912,0.14539725,0.5240583,0.5170157,0.425095,0.5399528,0.61120427,0.6026048,0.46825463,0.7074488,0.4922547,0.68891543,0.47330353,0.86849046
00000073.jpg,Tree,0.50677615,0.2710169,0.51462984,0.25738767,0.4970561,0.26165956,0.5291231,0.26895806,0.48903218,0.27714702,0.54109496,0.34137616,0.47166887,0.33044785,0.5376622,0.22020577,0.47772947,0.21367234,0.517249,0.122005306,0.49623656,0.12269961,0.5201392,0.54846585,0.46550256,0.51859486,0.49242917,0.71774316,0.38482305,0.5945179,0.48615202,0.8837358,0.48076692,0.6635827
00000083.jpg,Tree,0.51200914,0.11487289,0.52901155,0.09545071,0.49615088,0.099241346,0.55799365,0.11169488,0.47496504,0.11936238,0.603869,0.24252851,0.42963475,0.23159255,0.64867574,0.34084493,0.37653342,0.3379341,0.54832715,0.33499306,0.4666562,0.34340382,0.54892284,0.480253,0.44000176,0.4487507,0.5086204,0.73488545,0.3141098,0.60208184,0.49930042,0.91200775,0.48178586,0.652195
File42.jpg,Tree,0.4919138,0.10263386,0.51950735,0.081357576,0.46907568,0.083597474,0.56551546,0.09079219,0.44313574,0.09612713,0.6174194,0.2247152,0.36905974,0.23230815,0.654648,0.3751478,0.33675036,0.3706668,0.5253584,0.29250863,0.45622712,0.295056,0.54625106,0.47897008,0.39037478,0.462696,0.490055,0.7378444,0.25191423,0.6842353,0.46809345,0.9220536,0.44819292,0.66684926
00000123.jpg,Tree,0.45640206,0.35948637,0.47181684,0.3464008,0.44122803,0.35163125,0.5005388,0.3569684,0.4282432,0.36680204,0.52794653,0.42909083,0.39167255,0.4253263,0.5100678,0.31209508,0.4001411,0.31148604,0.491559,0.22778998,0.42234024,0.22781822,0.4795353,0.6019788,0.38252094,0.5807185,0.4457086,0.73963577,0.2520875,0.6458583,0.42323443,0.89310575,0.40779272,0.71575147
00000001.jpg,Tree,0.51160616,0.1622696,0.53394717,0.14512308,0.49285954,0.14804597,0.5742111,0.1572291,0.4704962,0.16375647,0.62742525,0.2676407,0.40993738,0.2653701,0.68375665,0.34292236,0.33715555,0.34151092,0.5516535,0.3010558,0.47660506,0.31194192,0.56199116,0.47214726,0.42399088,0.4482389,0.51936215,0.68908566,0.2489776,0.5941525,0.48209995,0.8776597,0.49544805,0.6318459
00000003.jpg,Tree,0.5501644,0.2625496,0.5559872,0.24923041,0.5387813,0.25325036,0.56542695,0.2600383,0.52697325,0.26937753,0.5771428,0.33610964,0.5099408,0.32432222,0.61264145,0.23933142,0.47925526,0.23076975,0.6423902,0.13089857,0.46043786,0.12948444,0.5574006,0.54657155,0.5097559,0.51773596,0.54115164,0.7009491,0.43134627,0.5812581,0.5459945,0.8467544,0.51878923,0.6417375
00000112.jpg,Tree,0.4919161,0.13487287,0.49944478,0.1128078,0.48218247,0.117709525,0.5108449,0.12173115,0.4671392,0.13297653,0.5302439,0.23598991,0.44000837,0.23655489,0.5611338,0.33530736,0.40306482,0.32118994,0.5087254,0.2883914,0.45835167,0.31098938,0.5150003,0.4984414,0.45596963,0.4653257,0.48336273,0.69489586,0.36846495,0.55798215,0.48257738,0.91124284,0.46648675,0.5801838
00000033.jpg,Tree,0.3820929,0.2579678,0.391399,0.24194671,0.37265942,0.24599686,0.40677992,0.25445214,0.3627486,0.26241466,0.42461696,0.34260768,0.33694315,0.33526,0.451014,0.2337208,0.31563428,0.20882982,0.46085414,0.11857835,0.3042559,0.09799054,0.39610383,0.5846572,0.333761,0.5586633,0.39211664,0.7553307,0.25089553,0.6521559,0.3767603,0.9353824,0.3569653,0.6987992
00000130.jpg,Tree,0.4397952,0.2899379,0.4512354,0.27980432,0.42415795,0.28031173,0.47289687,0.28702393,0.40555406,0.28911936,0.49824184,0.3412375,0.37302843,0.34662977,0.5545342,0.2552905,0.33074868,0.25048983,0.5743056,0.16608039,0.32021052,0.16339211,0.49842343,0.49347174,0.41423604,0.5094301,0.5927817,0.58346254,0.43300542,0.644012,0.5029481,0.6260385,0.44967362,0.7318619
00000025.jpg,Tree,0.4894584,0.11167894,0.49571118,0.095375314,0.4785912,0.09085296,0.5079407,0.10775906,0.46225014,0.09840295,0.5293314,0.24227755,0.43739882,0.22177942,0.5695778,0.34165514,0.40986928,0.36908573,0.5092617,0.33164892,0.46845278,0.33673674,0.5233718,0.44640356,0.46031585,0.47815076,0.60722226,0.55736023,0.4859117,0.708744,0.51271075,0.56348586,0.49595276,0.92809427
00000117.jpg,Tree,0.468253,0.20197016,0.48380187,0.19040103,0.4498268,0.19049707,0.5121798,0.21309954,0.42678756,0.21401307,0.54774165,0.2915066,0.38217854,0.2955441,0.65374357,0.24332747,0.28083238,0.22510406,0.7532397,0.16194198,0.17815624,0.15272565,0.5505147,0.5092829,0.44366893,0.5363325,0.6459509,0.60627997,0.47735685,0.73120224,0.5365608,0.7027156,0.47843397,0.88286865
00000030.jpg,Tree,0.49117586,0.29341796,0.5089584,0.28123227,0.46955046,0.28082213,0.5410873,0.28834122,0.44488057,0.28799605,0.5795498,0.3554302,0.39537528,0.35554364,0.7151945,0.27804166,0.25705,0.27928177,0.74563026,0.15714331,0.23851731,0.16681087,0.56520635,0.5704818,0.4485447,0.5866903,0.68910927,0.69997865,0.50345683,0.7590141,0.54679745,0.739016,0.49298024,0.861789
00000095.jpg,Tree,0.468253,0.20197016,0.48380187,0.19040103,0.4498268,0.19049707,0.5121798,0.21309954,0.42678756,0.21401307,0.54774165,0.2915066,0.38217854,0.2955441,0.65374357,0.24332747,0.28083238,0.22510406,0.7532397,0.16194198,0.17815624,0.15272565,0.5505147,0.5092829,0.44366893,0.5363325,0.6459509,0.60627997,0.47735685,0.73120224,0.5365608,0.7027156,0.47843397,0.88286865
00000201.jpg,Tree,0.50140584,0.1289798,0.5189552,0.110906824,0.4779708,0.1100039,0.54814,0.115753226,0.44760624,0.11347561,0.5948902,0.23566952,0.38114464,0.2213991,0.6765499,0.35140395,0.27700603,0.34148434,0.51939535,0.33872756,0.43566874,0.3365798,0.5598844,0.48406565,0.41770923,0.5016636,0.7047333,0.62213683,0.4461988,0.72173095,0.52491426,0.6733945,0.46106067,0.87951267
00000081.jpg,Tree,0.4839332,0.2596251,0.49490437,0.25144482,0.4571398,0.2486727,0.520222,0.26269633,0.42652184,0.2614867,0.5505009,0.3216303,0.39309534,0.32506895,0.5879372,0.20156237,0.39942694,0.19826776,0.50824517,0.08578854,0.4375266,0.08506928,0.5638091,0.50754446,0.44719467,0.52711535,0.68619764,0.62760115,0.5080269,0.7049001,0.52535015,0.7328086,0.49852657,0.8555819
File12.jpg,Tree,0.48554125,0.26741442,0.50885075,0.2554039,0.46833608,0.25087845,0.5459674,0.2734161,0.44600478,0.26100203,0.55961,0.34456724,0.39857227,0.33762443,0.6205643,0.2303465,0.37852585,0.22288194,0.5491245,0.13691126,0.47382537,0.1327002,0.5246527,0.57287675,0.40651128,0.57204354,0.67565745,0.7017355,0.4884196,0.6885451,0.4802781,0.79364425,0.467933,0.75384766
00000077.jpg,Tree,0.40068313,0.28178436,0.40221292,0.2698911,0.3847122,0.2873572,0.417503,0.28527123,0.37942588,0.32692203,0.4734901,0.3247056,0.39140412,0.41148284,0.46398267,0.19378532,0.42814323,0.5075917,0.40208304,0.16347022,0.33507705,0.5723319,0.5327854,0.53103936,0.46539664,0.53458494,0.50756013,0.6974762,0.36402616,0.5751374,0.4992984,0.86340815,0.4826787,0.630634
00000041.jpg,Tree,0.5083572,0.1101557,0.5135999,0.092539616,0.49820295,0.09070723,0.52240545,0.106219076,0.481213,0.10139931,0.5404986,0.2272889,0.4593594,0.20422307,0.584289,0.3358159,0.43378088,0.35525906,0.53108275,0.3303044,0.49252445,0.33463088,0.53133243,0.42930463,0.47666264,0.4535321,0.6193458,0.5425991,0.49762312,0.6659893,0.51783246,0.5514927,0.50966823,0.9000343
File81.jpg,Tree,0.46814248,0.25449464,0.48794982,0.24198529,0.44646725,0.24044338,0.5251728,0.24623528,0.42004234,0.24376751,0.5543882,0.30180705,0.3682951,0.31191945,0.6231479,0.18538815,0.3148037,0.18363467,0.5073681,0.10297118,0.43078232,0.09707804,0.5471803,0.5239356,0.4164384,0.54629654,0.6878328,0.65345275,0.46705037,0.7367994,0.51272315,0.7481937,0.46491328,0.8515872
File47.jpg,Tree,0.4971964,0.07825575,0.51204896,0.06344624,0.47223797,0.056225494,0.5412782,0.06896615,0.4411915,0.058353666,0.58029836,0.18416212,0.39062014,0.1787458,0.63454586,0.325382,0.3357552,0.33436942,0.5129561,0.27291095,0.44631365,0.28524628,0.57522476,0.42079014,0.44804692,0.45885992,0.71362275,0.49813417,0.527828,0.6800897,0.53120005,0.61195725,0.5218234,0.916491
00000056.jpg,Tree,0.51200914,0.11487289,0.52901155,0.09545071,0.49615088,0.099241346,0.55799365,0.11169488,0.47496504,0.11936238,0.603869,0.24252851,0.42963475,0.23159255,0.64867574,0.34084493,0.37653342,0.3379341,0.54832715,0.33499306,0.4666562,0.34340382,0.54892284,0.480253,0.44000176,0.4487507,0.5086204,0.73488545,0.3141098,0.60208184,0.49930042,0.91200775,0.48178586,0.652195
00000070.jpg,Tree,0.41665405,0.27246603,0.40830866,0.26913777,0.43450105,0.26840964,0.3851751,0.29059306,0.49071303,0.28419256,0.36407822,0.34882516,0.52357465,0.33162057,0.3360719,0.228404,0.5017331,0.2208189,0.41640863,0.14467508,0.4675509,0.12957627,0.41812178,0.5756139,0.51717615,0.54654855,0.482597,0.7275611,0.6699735,0.5744308,0.48537865,0.89340425,0.52180773,0.6758888
00000173.jpg,Tree,0.4975617,0.29557696,0.5049612,0.28463334,0.49074632,0.28447413,0.5148306,0.29858866,0.482336,0.29863048,0.5283252,0.37641963,0.46931106,0.37675554,0.5395433,0.4787796,0.4583405,0.47999167,0.55297834,0.5682642,0.4426775,0.572118,0.519403,0.55050015,0.48200908,0.5504546,0.5151792,0.6839746,0.48618937,0.68462664,0.51099247,0.8316493,0.4915641,0.8271173
00000022.jpg,Tree,0.5000866,0.160709,0.5080957,0.14338984,0.48944542,0.14395714,0.5213572,0.15505709,0.4741469,0.15490228,0.54241174,0.26485306,0.44717667,0.25803173,0.5871092,0.36021265,0.4027818,0.3664215,0.5120425,0.3434068,0.4750137,0.35002896,0.5293142,0.48042548,0.4676233,0.5016407,0.6195033,0.582846,0.49704906,0.68102515,0.5173971,0.62380093,0.5000961,0.8316069
00000084.jpg,Tree,0.47148514,0.25790864,0.47657877,0.24951814,0.46140066,0.24868311,0.48976135,0.26222393,0.44989133,0.26309097,0.50173897,0.31499797,0.44004962,0.30898762,0.5107376,0.20195146,0.4392316,0.18572055,0.4936684,0.09105147,0.46122095,0.07983299,0.50536937,0.50622046,0.4554809,0.5298949,0.57507473,0.61287785,0.4717412,0.71914726,0.5125837,0.703302,0.48308116,0.9151564
00000197.jpg,Tree,0.5389689,0.23969474,0.55762345,0.22609031,0.51882505,0.22744367,0.58516,0.24122274,0.490824,0.24450654,0.6311105,0.32461172,0.432165,0.31410593,0.7422846,0.22611696,0.32932112,0.22191831,0.8324882,0.13227764,0.23591317,0.1395812,0.5922532,0.544686,0.4662813,0.51982826,0.55062467,0.72592837,0.31571385,0.6088366,0.5611714,0.8675059,0.51492584,0.68459094
00000047.jpg,Tree,0.5649511,0.20683822,0.5744528,0.18875279,0.55486,0.19175315,0.5914918,0.19345348,0.5420131,0.20215704,0.6181571,0.28989682,0.5167241,0.30100545,0.65831584,0.3690521,0.48410663,0.38241816,0.58819383,0.3486383,0.5534883,0.3645528,0.5939303,0.50363463,0.52958107,0.48188174,0.56642264,0.6883514,0.44559488,0.5929695,0.5594025,0.87230307,0.55606383,0.6072
00000085.jpg,Tree,0.5442489,0.24437588,0.5543709,0.2304361,0.5319228,0.2345174,0.5706021,0.24084836,0.517447,0.24934003,0.591866,0.32124382,0.4832617,0.3181784,0.6157333,0.22374742,0.4613067,0.19633366,0.6140555,0.1683672,0.44820863,0.13224363,0.55581063,0.50945777,0.48450625,0.49360794,0.5285052,0.6666467,0.40088063,0.6093295,0.5123956,0.8451737,0.5198337,0.6789938
00000119.jpg,Tree,0.4578403,0.24501663,0.4694205,0.23382674,0.4353104,0.23462746,0.49446133,0.2458656,0.40802363,0.25052553,0.5103908,0.30974758,0.37991673,0.320868,0.53365797,0.2005307,0.3655028,0.19225907,0.52770334,0.09778884,0.36397165,0.09009061,0.539251,0.5165009,0.43801662,0.54296345,0.68612796,0.65207434,0.49394712,0.7419817,0.5953163,0.73554033,0.4966409,0.8675816
00000129.jpg,Tree,0.5275966,0.08278409,0.5561143,0.059004024,0.5023696,0.067758754,0.60531056,0.08224831,0.47363296,0.09901982,0.6700512,0.25063097,0.41784635,0.24567743,0.7260582,0.3831783,0.37757096,0.39796293,0.5751034,0.30033678,0.5026622,0.3085326,0.57590145,0.52331614,0.41398752,0.4921861,0.5118912,0.7650436,0.19845264,0.634164,0.50992155,0.90394425,0.49321902,0.6795218
00000182.jpg,Tree,0.52505916,0.114466175,0.5567025,0.09576338,0.4918583,0.098402984,0.60642135,0.10750471,0.45060998,0.11353062,0.67587376,0.23798524,0.3520051,0.24389587,0.71570104,0.3819652,0.38135403,0.36595517,0.72081804,0.48328134,0.5193001,0.4370663,0.61238974,0.4651038,0.40192783,0.45704415,0.54912883,0.6851622,0.24682793,0.6555155,0.53098035,0.8296874,0.50747794,0.63875854
00000049.jpg,Tree,0.52703726,0.28557312,0.51980954,0.28092682,0.5343343,0.281443,0.4926127,0.29490903,0.56369245,0.29894793,0.4733499,0.34094656,0.5939808,0.34544784,0.46452346,0.22937423,0.6199578,0.23235115,0.494888,0.15355814,0.5612512,0.15282086,0.47896326,0.53724235,0.5505635,0.5593069,0.42156047,0.6318272,0.48065218,0.7466898,0.5000725,0.63103896,0.5189465,0.8651562
00000038.jpg,Tree,0.50677615,0.2710169,0.51462984,0.25738767,0.4970561,0.26165956,0.5291231,0.26895806,0.48903218,0.27714702,0.54109496,0.34137616,0.47166887,0.33044785,0.5376622,0.22020577,0.47772947,0.21367234,0.517249,0.122005306,0.49623656,0.12269961,0.5201392,0.54846585,0.46550256,0.51859486,0.49242917,0.71774316,0.38482305,0.5945179,0.48615202,0.8837358,0.48076692,0.6635827
00000144.jpg,Tree,0.51031584,0.21788515,0.5258761,0.20640217,0.4901355,0.20624672,0.5522345,0.22024395,0.46227023,0.22004057,0.58957636,0.29010463,0.41458336,0.298217,0.7426851,0.29426545,0.2695504,0.30509767,0.8777769,0.28596914,0.112923734,0.29409555,0.5786594,0.46021798,0.47392678,0.48416284,0.73590213,0.53075457,0.5287637,0.62677723,0.54629934,0.61301464,0.5257376,0.76013863
00000169.jpg,Tree,0.49594232,0.23802,0.4983665,0.22638984,0.48156753,0.23357968,0.50173426,0.2469987,0.46712828,0.26301357,0.52519095,0.33571884,0.44726643,0.32951355,0.54182243,0.21526675,0.48574564,0.19991685,0.5262459,0.10284911,0.49653512,0.09155318,0.51273745,0.5769173,0.45094308,0.55013055,0.47509345,0.7605722,0.36081567,0.65178686,0.46623135,0.91606194,0.44654855,0.6945361
00000149.jpg,Tree,0.48826957,0.11172748,0.5370952,0.094212346,0.45059142,0.094048984,0.60615724,0.11144963,0.3992722,0.111896425,0.713035,0.22873789,0.27552244,0.2410563,0.813779,0.36061144,0.17124265,0.36188415,0.5642545,0.28560406,0.41008133,0.28572613,0.64078116,0.4889257,0.36876124,0.48369423,0.5457451,0.69636947,0.32927638,0.66521585,0.5017015,0.90091956,0.4619748,0.7311815
00000120.jpg,Tree,0.50079226,0.30936903,0.51824343,0.29505432,0.4807623,0.2992786,0.5535693,0.29512376,0.4642688,0.303732,0.58098346,0.35717386,0.43108818,0.350597,0.55908644,0.23787819,0.4535582,0.21735637,0.5291401,0.14785881,0.4662419,0.12961808,0.5490701,0.5653762,0.43229148,0.5476006,0.5260674,0.70713294,0.28456664,0.6365023,0.51285356,0.85994875,0.46221334,0.70431376
00000005.jpg,Tree,0.5236969,0.14060159,0.54793984,0.12318908,0.4984622,0.12561798,0.58189625,0.13597237,0.45933604,0.14141059,0.6375079,0.24251053,0.39780077,0.2385303,0.6986005,0.3394728,0.3590067,0.34000176,0.5703869,0.29813746,0.48853728,0.29906255,0.5729471,0.47110322,0.4228345,0.44589064,0.5034504,0.6699972,0.25767472,0.5604308,0.4829516,0.83675903,0.46238995,0.6058055
File40.jpg,Tree,0.5445316,0.025909377,0.5539204,0.007054425,0.53436196,0.010348463,0.57628196,0.0037508013,0.5141038,0.009154654,0.6795305,0.10701524,0.41635787,0.06871014,0.7617678,0.30558506,0.35832846,0.2791161,0.5824018,0.2177209,0.50054425,0.21886197,0.5858369,0.48885053,0.41625673,0.4343962,0.5341399,0.77603257,0.2557558,0.5674539,0.5307472,0.91113627,0.5124655,0.65970546
00000156.jpg,Tree,0.45116022,0.2210755,0.44554505,0.21292731,0.4517713,0.20851636,0.3997918,0.22111298,0.45633844,0.21382718,0.3381182,0.31011882,0.49087158,0.29875156,0.2627066,0.40838236,0.54008156,0.41140264,0.33641654,0.43205354,0.44348305,0.41782153,0.384952,0.5197481,0.4678221,0.53517777,0.51723754,0.6268621,0.5040958,0.70050025,0.46780893,0.65114343,0.46917158,0.86074454
00000000.jpg,Tree,0.60052675,0.18012913,0.615256,0.16462237,0.5886439,0.16531739,0.6409761,0.17240484,0.5738874,0.17488696,0.67306817,0.27219978,0.53582275,0.26466662,0.69938034,0.36973938,0.5048496,0.36000666,0.61764634,0.29491162,0.58105,0.30299252,0.6231839,0.46065268,0.53609794,0.4348078,0.5997738,0.65436774,0.42932904,0.5566554,0.57883793,0.80928886,0.58525026,0.5810703
00000162.jpg,Tree,0.48826957,0.11172748,0.5370952,0.094212346,0.45059142,0.094048984,0.60615724,0.11144963,0.3992722,0.111896425,0.713035,0.22873789,0.27552244,0.2410563,0.813779,0.36061144,0.17124265,0.36188415,0.5642545,0.28560406,0.41008133,0.28572613,0.64078116,0.4889257,0.36876124,0.48369423,0.5457451,0.69636947,0.32927638,0.66521585,0.5017015,0.90091956,0.4619748,0.7311815
File84.jpg,Tree,0.5668585,0.13154949,0.57416385,0.11343464,0.5571155,0.11419898,0.5867564,0.12598653,0.5430788,0.12624921,0.6056288,0.23622385,0.5214342,0.22741191,0.64441955,0.32580864,0.48933226,0.33552158,0.5843093,0.32336313,0.5501716,0.3278791,0.5958504,0.44769526,0.5410096,0.4685206,0.6730649,0.5602317,0.5628615,0.655702,0.583438,0.6019006,0.56953114,0.83282167
